run;image;threadsperblock;time
4;3;6;[efberrio01-VirtualBox:2936] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv An error occurred in MPI_Recv [efberrio01-VirtualBox:2936] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv reported by process [2927165441,3] [efberrio01-VirtualBox:2936] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv on communicator MPI_COMM_WORLD [efberrio01-VirtualBox:2936] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv MPI_ERR_BUFFER: invalid buffer pointer [efberrio01-VirtualBox:2936] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort, [efberrio01-VirtualBox:2936] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv and potentially your MPI job) real 0m2,857s user 0m2,314s sys 0m1,179s
4;3;12;[efberrio01-VirtualBox:2960] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv An error occurred in MPI_Recv [efberrio01-VirtualBox:2960] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv reported by process [2927689729,3] [efberrio01-VirtualBox:2960] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv on communicator MPI_COMM_WORLD [efberrio01-VirtualBox:2960] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv MPI_ERR_BUFFER: invalid buffer pointer [efberrio01-VirtualBox:2960] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort, [efberrio01-VirtualBox:2960] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv and potentially your MPI job) real 0m4,336s user 0m5,221s sys 0m1,905s
5;1;3; real 0m1,077s user 0m0,389s sys 0m0,513s
5;1;6; real 0m0,698s user 0m0,644s sys 0m0,387s
5;1;12; real 0m1,400s user 0m1,520s sys 0m0,819s
5;2;3; real 0m1,471s user 0m1,818s sys 0m0,533s
5;2;6; real 0m1,905s user 0m2,457s sys 0m0,941s
5;2;12; real 0m4,349s user 0m6,242s sys 0m2,061s
5;3;3;[efberrio01-VirtualBox:03163] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv Process received signal EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv [efberrio01-VirtualBox:03163] Signal: Segmentation fault (11) [efberrio01-VirtualBox:03163] Signal code: Address not mapped (1) [efberrio01-VirtualBox:03163] Failing at address: (nil) [efberrio01-VirtualBox:03163] [ 0] /lib/x86_64-linux-gnu/libc.so.6(+0x3ef20)[0x7f7f15e7bf20] [efberrio01-VirtualBox:03163] [ 1] EdgeDetectionMPI(+0xe9a1)[0x55914152c9a1] [efberrio01-VirtualBox:03163] [ 2] EdgeDetectionMPI(+0xf4d0)[0x55914152d4d0] [efberrio01-VirtualBox:03163] [ 3] EdgeDetectionMPI(+0xc9d5)[0x55914152a9d5] [efberrio01-VirtualBox:03163] [ 4] /lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0xe7)[0x7f7f15e5eb97] [efberrio01-VirtualBox:03163] [ 5] EdgeDetectionMPI(+0xca5a)[0x55914152aa5a] [efberrio01-VirtualBox:03163] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv End of error message EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv -------------------------------------------------------------------------- mpirun noticed that process rank 1 with PID 0 on node efberrio01-VirtualBox exited on signal 9 (Killed). -------------------------------------------------------------------------- real 0m4,655s user 0m2,729s sys 0m1,200s
5;3;6;[efberrio01-VirtualBox:3180] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv An error occurred in MPI_Recv [efberrio01-VirtualBox:3180] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv reported by process [2842492929,3] [efberrio01-VirtualBox:3180] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv on communicator MPI_COMM_WORLD [efberrio01-VirtualBox:3180] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv MPI_ERR_BUFFER: invalid buffer pointer [efberrio01-VirtualBox:3180] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort, [efberrio01-VirtualBox:3180] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv and potentially your MPI job) real 0m4,609s user 0m3,956s sys 0m1,709s
5;3;12;[efberrio01-VirtualBox:3204] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv An error occurred in MPI_Recv [efberrio01-VirtualBox:3204] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv reported by process [2843017217,3] [efberrio01-VirtualBox:3204] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv on communicator MPI_COMM_WORLD [efberrio01-VirtualBox:3204] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv MPI_ERR_BUFFER: invalid buffer pointer [efberrio01-VirtualBox:3204] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort, [efberrio01-VirtualBox:3204] EdgeDetectionMPI EdgeDetectionMPI.cpp edgeDetectionMPISingleMachine.sh image_1_out_mpi.pgm image_1.pgm image_2_out_mpi.pgm image_2.pgm image_3_out_mpi.pgm image_3.pgm mpi_helloworld mpi_helloworld.c mpi_hosts mpi_scatter mpi_scatter.c mpi_test mpi_test.c results_mpi_single.csv and potentially your MPI job) real 0m4,785s user 0m6,020s sys 0m1,891s
